Site,Type,Time,Rep,Machine,AvgThickness,WaterWt,PercentWater,Notes,WaterCheck,PAR0,PAR25,PAR50,PAR100,PAR150,PAR300,PAR500,PAR750,PAR1000,PAR1250,PAR1600,PAR2000,Resp,Net,QY,LightSat,Shape,Amax,Cfix
WHS,cl,6,8,b,9.3625,0.8293,0.324960815,,,-4.021108697532299,-1.9583474250936264,-0.9846657028533012,-0.6075035079026829,0.3238903401241693,1.331741793595254,2.0944952558279644,2.66819881355179,3.068394969991979,3.037972849894486,3.1846740715995057,3.276739624921306,4.021108697532299,3.276739624921306,0.07161965539556345,2000,UpUpUp,7.297848322453605,7.297848322453605
WHS,cl,6,9,t,10.18,1.1887,0.36120818,,,-4.368279764386291,-3.399542914324387,-2.8649363679784026,-2.420761462364271,-1.4559008208509112,-0.11552280093608729,0.23158311648090898,0.36004429655644316,0.6965356580635791,0.42476375364347946,0.503007728042263,0.6856453213218314,4.368279764386291,0.6965356580635791,0.034408170965316974,1000,UpDownUp,5.06481542244987,5.06481542244987
WHS,cl,6,10,h,6.875,0.6729,0.340933273,,,-2.7374780417448505,-1.377376715327663,-0.8020496465296904,0.08395507037887463,1.14689657115887,2.787840066922042,3.1002472922619573,3.5059787997884904,3.883329418953348,4.215279510869332,4.391472223006833,4.6323340318766295,2.7374780417448505,4.6323340318766295,0.046556310480495355,2000,UpUpUp,7.36981207362148,7.36981207362148
WHS,cl,12,1,s,8.435,1.2659,0.731564956,maybeexclude,,-2.743856951860956,-1.8681204513948426,-1.2806991564709251,-0.32759987778191535,0.35993095507076994,1.2581082640657983,1.8695362876345645,2.5362076487571765,2.535297841110487,3.3968784258228903,3.677757096891594,3.9952206336733687,2.743856951860956,3.9952206336733687,0.03214630796322257,2000,UpUpUp,6.739077585534325,6.739077585534325
WHS,cl,12,2,b,5.4125,0.0369,0.016997559,maybeexclude,,-4.363898704198357,-3.0557181869373014,-2.108079433070636,-1.0224300561695103,-0.40099572999874494,1.3298412115883054,2.202588411492223,2.7074196488927362,3.0861301341346916,3.379752146540641,2.852886461930982,1.9813771047043292,4.363898704198357,3.379752146540641,0.048721803056498335,1250,TipDown,7.743650850738998,7.743650850738998
WHS,cl,12,3,t,6,0.8054,0.500217378,maybeexclude,,-1.8265064759331162,-1.082198428225813,-0.4737544835278606,0.3408784785224643,0.9384772190923089,1.5769904191231932,2.178683398837399,2.50037596677283,2.8896743990799982,3.1739807742016573,3.529120844491972,3.6425402637143995,1.8265064759331162,3.6425402637143995,0.028413680878198618,2000,UpUpUp,5.469046739647515,5.469046739647515
WHS,cl,12,4,s,8.5625,0.8151,0.306543813,maybeexclude,,-2.9649780785672806,-2.020062020525981,-0.8726393660120128,0.16868412871419056,0.7662278047985139,1.8510426081509788,2.5096538208541634,2.876259278338392,3.563963788613196,3.720123164189673,4.096252783265772,3.835265639375637,2.9649780785672806,4.096252783265772,0.03982170828637867,1600,TipDown,7.061230861833053,7.061230861833053
WHS,cl,12,5,b,9.755,1.3096,0.35355417,maybeexclude,,-4.474490094673867,-3.5702111634383082,-2.8459371898828976,-1.8933361812800567,-1.6186761287814306,-0.39405330997824706,0.13547404032422194,0.800096458040973,0.63502714916252,0.4464064876653229,0.7513129606151251,1.1124223246913967,4.474490094673867,1.1124223246913967,0.034371107672620874,2000,UpUpUp,5.586912419365264,5.586912419365264
WHS,cl,12,6,t,6.4025,0.869,0.460519343,maybeexclude,,-5.137343022348887,-4.218602892654121,-3.5486919586623227,-2.657831997638725,-1.915420080594611,-1.0927167738053085,-1.0587985593879536,-0.6789444781893111,0.28578987475983975,-0.8038962725508368,0.49510776705039033,0.35003998443178963,5.137343022348887,0.49510776705039033,0.034261313230760954,1600,TipDown,5.632450789399277,5.632450789399277
WHS,cl,12,7,h,6.5275,0.5831,0.351582756,maybeexclude,,-2.8761114191923487,-1.8332012581551431,-1.030510678210836,0.005495173263363279,0.7804143511405133,1.8765775611639577,2.8255064820783047,3.4136244098990294,3.6362224060713,3.8531502526707517,3.864548662285603,3.3117900242175753,2.8761114191923487,3.864548662285603,0.03931421063055924,1600,TipDown,6.740660081477952,6.740660081477952
WHS,cl,12,8,b,10.585,1.1232,0.30665065,,,-3.896816110667017,-3.0608098217227933,-2.3499689413372993,-1.332761439084241,-0.7100488847825148,-0.22494216107771817,0.6959090728279677,1.1396240895338294,1.4861558487738942,1.641847576624678,2.3113832003241384,1.980998700155191,3.896816110667017,2.3113832003241384,0.032188597472181654,1600,TipDown,6.208199310991155,6.208199310991155
WHS,cl,12,9,t,9.58,0.891,0.305283355,,,-2.6175534296806946,-1.9586310395614064,-1.1357380751366946,-0.6622744690808866,0.18099995252889475,0.9201375141766388,1.777430744740508,2.0643164997205035,2.4155585594969344,2.816910090926034,2.786371409268097,2.769332072577859,2.6175534296806946,2.816910090926034,0.027996601347825764,1250,TipDown,5.434463520606728,5.434463520606728
WHS,cl,12,10,h,6.8825,0.8656,0.329840338,,,-2.2397150089128446,-0.7631541903775226,-0.46275249526792334,0.3752868021908482,0.8609429892514012,2.0478802322122998,2.27158116135092,2.8837514649806795,2.94011945199369,3.216773556698106,3.589859883343389,3.578871568582651,2.2397150089128446,3.589859883343389,0.04730084150715565,1600,TipDown,5.829574892256233,5.829574892256233
WHS,cl,24,1,s,5.995,0.5881,0.314929849,maybeexclude,,-2.4850831141124723,-1.6763187925354024,-1.039919741652722,-0.2505805728825,0.39766893780522977,1.4748948958702675,2.0953886163710895,2.567776626253834,3.0942876795433563,3.4157455326860493,3.613719863754824,3.635341711791752,2.4850831141124723,3.635341711791752,0.030626920156138902,2000,UpUpUp,6.120424825904225,6.120424825904225
WHS,cl,24,2,b,8.425,1.6432,0.907845304,maybeexclude,,-4.5296231767157655,-3.209137768513182,-2.7953124229757655,-1.694329692123416,-1.2230397430244204,0.3487465649961885,1.1893715333906538,1.8096713656751406,2.131444185503098,2.551221610756444,3.2522951300093776,3.708763463169342,4.5296231767157655,3.708763463169342,0.04375281570145167,2000,UpUpUp,8.238386639885107,8.238386639885107
WHS,cl,24,3,t,7.07,0.532,0.205326129,maybeexclude,,-4.185641360133667,-2.6775880352439088,-1.8271349234919185,-0.6203026955671841,0.01941941878011142,1.2573010944094534,2.1242396539379538,2.5230788216558775,2.794664179221481,2.8562292300236645,2.835443351544015,2.439035996169122,4.185641360133667,2.8562292300236645,0.053746130864212656,1250,TipDown,7.041870590157332,7.041870590157332
WHS,cl,24,4,s,6.3175,0.5462,0.309356593,,,-2.429468720940668,-0.9281189945039178,-0.06541851669453322,1.1132064986149435,1.8014263453485129,2.8628906114736843,3.480912623381284,3.707240190409551,3.346541370806054,2.738827160291738,1.772018087819034,0.8737120528656968,2.429468720940668,3.707240190409551,0.05366749657119635,750,UpDown,6.136708911350219,6.136708911350219
WHS,cl,24,5,b,7.3575,0.7962,0.325099016,,,-4.189142617563614,-2.3067524819154683,-1.3674981097771022,0.13765849762068705,1.8076583269595792,3.625463471998667,4.9554444202616885,6.410682487481765,6.969195465751647,7.476451495558912,7.642169000147645,7.2182856538390965,4.189142617563614,7.642169000147645,0.06586424779082803,1600,TipDown,11.83131161771126,11.83131161771126
WHS,cl,24,6,t,6.1275,0.5222,0.36085965,,,-2.9789328337410628,-1.1622423173689322,-0.30879034722745724,0.8712858693679123,1.611079108987077,2.852231112611131,3.4764677200564043,4.188367829236176,4.269547476137515,3.9521334557964565,3.0853479844729104,1.4902304947327976,2.9789328337410628,4.269547476137515,0.06303523519257867,1000,UpDown,7.248480309878579,7.248480309878579
WHS,cl,24,7,h,5.9875,2.4797,1.351629783,,x,-2.4961928078118576,-1.1490639605208388,-0.19228070456995172,1.0665368832491582,1.8469587381105605,2.8439707191704913,3.723554182264046,4.373125702023256,4.534962371571244,4.940801631447804,4.978146449667918,5.071667710362794,2.4961928078118576,5.071667710362794,0.04998169797823944,2000,UpUpUp,7.567860518174651,7.567860518174651
WHS,cl,24,8,s,6.92,0.9147,0.36768902999999997,,,-2.9990487825603096,-1.5812314677678279,-0.9675248601826272,0.2771658523129622,1.0068063940221819,1.6440068232764409,2.5433239089797883,2.7012271050991963,2.935804804934741,3.0277189933394943,3.255228618268705,3.1413668613937658,2.9990487825603096,3.255228618268705,0.048671585519626456,1600,TipDown,6.2542774008290145,6.2542774008290145
WHS,cl,24,9,b,6.16,0.8151,0.406817728,,,-3.9951957228032637,-3.2577089742588856,-2.033103154417414,-1.3141535585856763,-0.779893442814948,0.16575105419897881,1.2995992531126521,1.7802368396267874,2.634047032603974,2.779166213663158,2.8770057753449763,3.4198998963621747,3.9951957228032637,3.4198998963621747,0.03437066065474606,2000,UpUpUp,7.415095619165438,7.415095619165438
WHS,cl,24,10,t,7.3675,0.8873,0.356603167,,,-3.969749355319876,-2.3754657922040936,-1.5226814265593578,0.12815050799457584,1.0936607809029608,2.360523651189691,3.4581044404560446,4.132282809913913,4.366649830074531,4.840612046825347,4.660017637163722,5.093031563032616,3.969749355319876,5.093031563032616,0.056356350549920824,2000,UpUpUp,9.062780918352491,9.062780918352491
WHS,cl,36,1,b,7.42,0.5976,0.243104711,,,-2.862829953855478,-2.1978622704759214,-1.8004324413119026,-0.6515098092624373,-0.2494993648369099,1.0356788044208993,1.5343346985329052,2.0162679702233324,1.965839311565553,1.751800945535877,1.2466261825595442,0.6309673180768278,2.862829953855478,2.0162679702233324,0.02392332879302688,750,UpDown,4.87909792407881,4.87909792407881
WHS,cl,36,2,t,7.915,0.867,0.360904134,,,-3.670882962423349,-2.4157305893381165,-0.898924753591099,0.22947590317316552,0.1055226262488231,2.084025612081812,3.0366405729527717,3.311891152813295,3.205748015269433,3.7163040043699738,4.3810432249773426,4.440986427839998,3.670882962423349,4.440986427839998,0.05282262955002716,2000,UpUpUp,8.111869390263347,8.111869390263347
WHS,cl,36,3,h,6.415,0.6575,0.312336706,,,-2.3688101833619513,-1.0262984111597575,-0.1981287643995989,1.0030905596516786,1.6464969548264616,2.6495853145846504,3.4518382657727402,3.707293638424002,4.2063859014278835,4.36644500532195,4.7286037376165995,4.669789145270654,2.3688101833619513,4.7286037376165995,0.0485570496336674,1600,TipDown,7.097413920978551,7.097413920978551
WHS,cl,36,4,s,7.065,0.6516,0.353688324,,,-2.365611605030248,-0.9882307528988865,-0.05277247977226646,0.9482330165189772,1.597562622947025,2.7491793089261787,3.6166190394127375,4.294938457323218,4.776333430365603,4.892517050433571,5.026011484304019,4.769963388513968,2.365611605030248,5.026011484304019,0.05067600829520705,1600,TipDown,7.391623089334267,7.391623089334267
WHS,cl,36,5,b,6.9375,0.6224,0.308852719,,,-2.8968129395939104,-2.1255485237163247,-1.2759249171818037,-0.38480912455899313,-0.05795948623232862,1.1563343455802284,1.7454739652681581,2.635298104147901,2.8908307902501384,3.0320155757622524,3.3838472764077436,3.4716272062498827,2.8968129395939104,3.4716272062498827,0.03163416854167278,2000,UpUpUp,6.368440145843794,6.368440145843794
WHS,cl,36,6,t,8.99,0.871,0.298165138,,,-4.189377825206437,-2.6163665346440435,-1.8002456366915862,-0.5374399517804925,0.3267690115172115,1.6524282646552282,2.5632179035538023,3.135291717485028,3.5661745784706285,3.349614932855435,3.747798730379323,3.6796780519374526,4.189377825206437,3.747798730379323,0.05535154769639638,1600,TipDown,7.93717655558576,7.93717655558576
WHS,cl,36,7,h,6.67,0.606,0.327939824,,,-2.1558980806393193,-0.874929612307789,-0.3575043216539725,0.7019015364702091,1.2155237624936959,2.322307101196962,3.1056323635446943,3.826550767890722,4.319264560698472,4.393897614268954,4.812971334623047,4.51075032918362,2.1558980806393193,4.812971334623047,0.04360330695648408,1600,TipDown,6.9688694152623665,6.9688694152623665
WHS,cl,36,8,s,6.0275,0.7567,0.343564132,,,-2.2370874093047375,-1.1765951677670181,-0.2723283569774539,0.7280229768879791,1.4147686164485034,2.452203975518257,2.9570731998325654,3.3290399187000626,3.7712680929348554,4.129648496281644,4.37687440767628,4.316528031835206,2.2370874093047375,4.37687440767628,0.04085743535402722,1600,TipDown,6.613961816981018,6.613961816981018
WHS,cl,36,9,b,7.3925,0.08197,0.033199273,,x,-3.7798852026828764,-2.7603392715376707,-2.055509985199542,-0.8740498177606688,-0.35516476193232965,0.7794270859544292,1.5135853047441103,1.6445589777536567,1.8404307684587697,2.1101947916123587,2.2022032310853685,2.2339445154587727,3.7798852026828764,2.2339445154587727,0.037634670797737454,2000,UpUpUp,6.013829718141649,6.013829718141649
WHS,cl,36,10,t,9.15,0.8268,0.335089568,,,-4.167000011784567,-3.0843835842578025,-2.166284068375322,-1.201462361069099,-0.4068763763806443,0.35382719339427454,1.1257199300329879,1.6413728822736122,1.7782039408797368,2.366227477921582,2.0101555327666216,1.3854867094463033,4.167000011784567,2.366227477921582,0.041659487984627736,1250,TipDown,6.5332274897061495,6.5332274897061495
WHS,da,0.5,1,s,6.1025,0.9333,0.64272433,maybeexclude,,-2.366476044242099,-2.124132519578781,-1.8906234806638695,-1.6001305202976868,-1.331707042626642,-0.9237610722972897,-0.4585757280804549,-0.2922094483650224,0.05899933401419787,0.07725412610678797,0.32783252616977604,0.3894941888119604,2.366476044242099,0.3894941888119604,0.009605396129048656,2000,UpUpUp,2.755970233054059,2.755970233054059
WHS,da,0.5,2,b,4.5275,0.7296,0.382771103,maybeexclude,,-3.106733226752375,-2.5646675834630503,-2.40245929669135,-2.0594871616420773,-1.9054530068904942,-1.8343229110988954,-1.4536034018487278,-1.33055928338189,-1.2399328380594574,-1.0926316164818686,-0.9323958878589518,-1.1476616644399138,3.106733226752375,-0.9323958878589518,0.017884052166396738,1600,TipDown,2.174337338893423,2.174337338893423
WHS,da,0.5,3,t,3.9225,0.5471,0.508362758,maybeexclude,,-2.9767368629316406,-2.5338393442505978,-1.830943979457513,-0.9703785378368168,-0.24947315707757647,0.574942671415835,1.1440151745235543,1.6091389834840397,1.8241767581604196,2.2643670832576976,2.633426479995865,2.9073063523328058,2.9767368629316406,2.9073063523328058,0.020315879208362135,2000,UpUpUp,5.884043215264446,5.884043215264446
WHS,da,0.5,4,s,4.2225,0.0562,0.031305704,maybeexclude,,-3.3197992286493587,-2.676483876791931,-2.355030216433391,-1.6903528739432594,-1.0746181030369675,-0.03289715737642874,0.5262721811684558,1.0162560741085125,1.6004738610240363,1.897951921870244,2.2888329441251813,2.733208064580811,3.3197992286493587,2.733208064580811,0.022513997159308238,2000,UpUpUp,6.05300729323017,6.05300729323017
WHS,da,0.5,5,b,5.1775,0.8387,0.592888449,maybeexclude,,-4.455644340608203,-3.6314757170083043,-3.3045992978239846,-2.5733561256860775,-2.0998906983074135,-1.0012624705988198,-9.440407532755254e-4,0.5690954056855068,0.9600394467642419,1.247362024569921,1.8237393648555262,1.830865340887147,4.455644340608203,1.830865340887147,0.02799382289984017,2000,UpUpUp,6.2865096814953505,6.2865096814953505
WHS,da,0.5,6,t,4.975,0.1479,0.087863126,maybeexclude,x,-3.5155431857526027,-3.4871475114642028,-3.339326789033529,-3.3170183762711654,-3.067096146838851,-2.952905710183715,-2.285081847730072,-1.9120862549939517,-1.877318500972835,-1.5738895656800969,-1.1694759884893386,-1.0163881046598728,3.5155431857526027,-1.0163881046598728,0.0023300774529587363,2000,UpUpUp,2.49915508109273,2.49915508109273
WHS,da,0.5,7,s,6.215,0.6247,0.293162513,,,-3.3331534025901615,-2.796924998446277,-2.5085318661704328,-2.215227414708199,-1.7321290571186285,-1.2468652271544869,-0.6655668564162175,-0.4012336989222518,-0.3418847026850462,-0.04610588578822345,0.24219108047580343,0.430931669793509,3.3331534025901615,0.430931669793509,0.018970783447074976,2000,UpUpUp,3.7640850723836703,3.7640850723836703
WHS,da,0.5,8,s,5.0975,0.577,0.360940823,,,-3.154538707043177,-2.0849263401653837,-2.159675440165674,-1.43434889730181,-0.5644710222262996,-0.3351417573924743,0.25133921278759846,0.7547397596179446,1.1453043751675498,1.5375959654298017,2.0945799833883343,1.814350197087132,3.154538707043177,2.0945799833883343,NA,1600,TipDown,5.249118690431511,5.249118690431511
WHS,da,0.5,9,b,7.585,1.0385,0.541647108,,,-5.326026428456944,-4.943851638389336,-4.6546557122497445,-3.962315547764235,-3.8463306576261136,-2.660757516789115,-2.740403623360697,-2.53816056593989,-1.5485590148611161,-1.8325040377190374,-1.884656413583493,-0.9424392119338799,5.326026428456944,-0.9424392119338799,0.014357202963424172,2000,UpUpUp,4.383587216523065,4.383587216523065
WHS,da,0.5,10,h,9.5125,4.2008,-3.378206675,,x,-2.6086388676791508,-1.8902028174205783,-2.100033623856427,-1.6936990908968947,-1.9073519399005088,-1.4506702988059506,-1.3939030128510588,-1.0742734201733863,-1.1308970769908566,-1.447540703773409,-1.391744276026843,-0.9346771911180664,2.6086388676791508,-0.9346771911180664,NA,2000,UpDownUp,1.6739616765610843,1.6739616765610843
