Site,Type,Time,PAR0,PAR25,PAR50,PAR100,PAR150,PAR300,PAR500,PAR750,PAR1000,PAR1250,PAR1600,PAR2000,Resp,Net,QY,LightSat,Shape,Amax,Cfix
WHS,CL,ThirtySix,-2.2638002653631695,-1.1204858987491602,-0.543003684889576,0.11060044237299782,0.5032619514825095,0.9826032555744987,1.3969766364032703,1.6648754118326374,1.9474839773805896,1.988970044717733,2.201216942252888,2.3125658944317324,2.2638002653631695,2.3125658944317324,0.040074253137016125,2000,UpUpUp,4.576366159794902,4.576366159794902
WHS,CL,ThirtySix,-2.38088888026056,-1.3638383785674904,-0.41191133934119606,0.5236257083416359,0.9167594540004386,1.8024015798529125,2.262128794252136,3.013476045340703,2.9989669077196197,3.706983668637538,3.66041289176437,4.12241383529651,2.38088888026056,4.12241383529651,0.040030785443055036,2000,UpUpUp,6.50330271555707,6.50330271555707
WHS,CL,ThirtySix,-2.708335684695533,-1.5661265796362582,-1.0053684593183687,-0.5089657220686856,-0.2949023717582539,0.021209749952348016,0.18729804978698486,0.5372993482914376,0.6730180478347502,1.0122997462480312,1.3836528503325618,1.491489292850771,2.708335684695533,1.491489292850771,0.03987385435495715,2000,UpUpUp,4.199824977546304,4.199824977546304
WHS,CL,ThirtySix,-2.6534456206326404,-1.4568566992000564,-0.8343679984537609,0.07884040375678543,0.553073855730519,1.5132813146817692,1.9352381117205424,2.3866956938417365,2.601609209299776,2.4462728612521705,2.3174976990526615,1.894276689789479,2.6534456206326404,2.601609209299776,0.04212255465044047,1000,UpDown,5.2550548299324165,5.2550548299324165
WHS,CL,ThirtySix,-1.9020229142672687,-0.051595405065350354,0.7669728030428813,1.6176710640859124,2.3776985450701926,3.1504938903087107,4.191785859682465,4.567093794479139,4.7134896915481255,4.863617440666434,4.7139132740994825,4.209934396431787,1.9020229142672687,4.863617440666434,0.06369850735713986,1250,Normal,6.765640354933702,6.765640354933702
WHS,CL,ThirtySix,-2.324902491106027,-1.300728693695733,-0.5950470332270459,0.483195160042199,1.1895522139096033,2.1265239899665316,2.8849687854945807,3.336616332688621,3.74260849696505,4.110231607597778,4.1244118617038685,4.1588972459206355,2.324902491106027,4.1588972459206355,0.0377820305269957,2000,UpUpUp,6.483799737026663,6.483799737026663
WHS,CL,ThirtySix,-3.6937355032176935,-2.6154090109665145,-1.7934105733151369,-0.9203924580217443,-0.40955717562157373,0.6874053649605093,1.2464498097442176,1.7860070884992973,2.1401563221969826,2.10233782611723,2.381562885263032,2.2930043053013227,3.6937355032176935,2.381562885263032,0.04056977914404915,1600,TipDown,6.075298388480725,6.075298388480725
WHS,CL,ThirtySix,-3.2630791986168886,-2.0711486012624984,-1.545257731711984,-0.7962195233284789,0.028132728581139944,1.9509553912381155,2.75787823534692,2.2313298647980644,1.738957625825702,2.179521969397582,2.2682313713611073,2.0966812087997613,3.2630791986168886,2.75787823534692,0.04101682661613685,500,TipDown,6.020957433963808,6.020957433963808
WHS,CL,ThirtySix,-2.2800500221392874,-0.7127044651093738,-0.1214683263850893,1.0041433895206973,1.7368250441967765,2.66402389048974,3.316445405985766,3.927364594341699,4.092878672471623,4.466654702853574,4.342210686751592,3.9127676563411837,2.2800500221392874,4.466654702853574,0.05293272809814026,1250,TipDown,6.746704724992862,6.746704724992862
WHS,CL,ThirtySix,-4.066625381057237,-2.7613760680142057,-2.0669455251532147,-1.2594242331566876,-0.7024406029433435,0.04805440853045121,0.12639641878534516,-0.02598692794740115,-0.5900981574278628,-1.0755748954474176,-1.4759155846238707,-1.3668211129997467,4.066625381057237,0.12639641878534516,0.046101784819900835,500,UpDown,4.193021799842581,4.193021799842581
WHS,CL,Twelve,-2.1042776889023,-1.2338419509032728,-0.5824059866822959,0.2064863175560023,0.8178414178452482,1.7798479318598512,2.489321346440946,2.9157522922636407,3.232163236218088,3.3935701176294093,3.4034084994739944,3.6393732100306857,2.1042776889023,3.6393732100306857,0.03262743178218058,2000,UpUpUp,5.7436508989329855,5.7436508989329855
WHS,CL,Twelve,-2.9414337122282324,-1.9674421828453432,-1.4437621829810472,-0.5445369152442389,0.2284275214439389,1.4706723895807643,2.0856987249301215,2.8159029649950162,2.933668164084359,3.1683909549653317,3.1545551181247315,3.2587064226494746,2.9414337122282324,3.2587064226494746,0.034456545880129634,2000,UpUpUp,6.2001401348777065,6.2001401348777065
WHS,CL,Twelve,-3.893131647627611,-3.2895024284848136,-2.9631220588684335,-2.8871792261195917,-2.135362118323658,-1.4575497532594042,-0.9688327229709629,-0.6035357992879822,-0.2730422381463653,-0.08897484495882362,0.01331694395019503,0.2268195487290626,3.893131647627611,0.2268195487290626,0.021372680270447725,2000,UpUpUp,4.1199511963566735,4.1199511963566735
WHS,CL,Twelve,-3.3255330421845506,-2.5560590472972744,-2.1773346629008166,-1.5323864930001345,-0.9828476248302828,-0.2952262294162307,0.23487177416743144,0.6209356378908188,0.8101057381271226,1.0443494888134073,1.075432656255067,0.6771087105787903,3.3255330421845506,1.075432656255067,0.026871463690582863,1600,TipDown,4.4009656984396175,4.4009656984396175
WHS,CL,Twelve,-0.7247434927323577,0.11899159680483637,0.7242481292877758,1.4218383327983626,2.177155717224366,3.250918851685755,3.85547624899934,4.135414335295384,4.428895452610154,4.175996331114328,3.9610936233837477,3.4336583468450685,0.7247434927323577,4.428895452610154,0.031364618010945214,1000,Normal,5.153638945342511,5.153638945342511
WHS,CL,Twelve,-2.6376643190002365,-2.098145840579841,-1.6650377734608546,-1.389586519304454,-0.7419546777818019,-0.07437019890044255,0.5427167708900137,1.2853674951129204,1.6580971122760828,1.7789449113486102,2.1691415336990523,2.3559820467452908,2.6376643190002365,2.3559820467452908,0.02051663502380173,2000,UpUpUp,4.993646365745527,4.993646365745527
WHS,CL,Twelve,-4.941632757309592,-3.7391155840719406,-3.021056709076139,-1.9659704425496338,-1.8306643973910484,-0.8280824546568708,-0.23193072216960472,0.24601912019517166,0.7081252604566042,0.555647030410239,0.9267468819933914,1.048952642525102,4.941632757309592,1.048952642525102,0.043256103947087565,2000,UpUpUp,5.9905853998346945,5.9905853998346945
WHS,CL,Twelve,-4.028147331161186,-3.0592137633409906,-2.2562418130776845,-1.3200393174066458,-0.7251834265565237,0.35534986481396247,0.9453896742560574,1.4099951428672841,1.6498371645084644,1.8082436190708657,1.5815897907110321,1.3167623237864812,4.028147331161186,1.8082436190708657,0.03709772653723893,1250,TipDown,5.836390950232052,5.836390950232052
WHS,CL,Twelve,-3.1494335053004625,-2.548486134788371,-1.9943547404620825,-1.6135233083447769,-1.2158151303509521,-0.7117767133514561,-0.7327246070079155,-0.33738405109569375,0.15823121035668766,0.3619598371577081,0.7606372107779413,0.9427892589584316,3.1494335053004625,0.9427892589584316,0.023569735058625627,2000,UpUpUp,4.092222764258894,4.092222764258894
WHS,CL,Twelve,-4.156446841735087,-2.9965175111532885,-2.147993435482621,-0.7599358980980874,-0.013764288013063097,1.4617547646817564,2.4641949516779533,2.5499704863342307,2.982635931095323,3.341746122080234,3.8158033820607105,3.7658332476822607,4.156446841735087,3.8158033820607105,0.043283120674160624,1600,TipDown,7.972250223795797,7.972250223795797
WHS,CL,TwentyFour,-1.9798077640041318,-0.702011350240024,-0.147528763614374,0.8291246841377714,1.5961024042852596,2.517883953136566,3.376446842547612,4.058202427171417,4.24171324278806,4.7582453620184495,5.093315790169913,5.158305803522683,1.9798077640041318,5.158305803522683,0.04387871827917973,2000,UpUpUp,7.1381135675268155,7.1381135675268155
WHS,CL,TwentyFour,-2.743704383054105,-1.5471152183946233,-1.023962820570586,0.22234772469057426,0.8368162968248858,2.055395841633532,2.6450076508473432,3.5187753102537296,3.6577741965916966,3.9028730940618335,4.4697328596715735,4.330303244466601,2.743704383054105,4.4697328596715735,0.04112919891802483,1600,TipDown,7.2134372427256785,7.2134372427256785
WHS,CL,TwentyFour,-3.4013215623790325,-2.381744025750721,-1.7735919227822075,-0.8078109866912482,-0.30790846603503286,0.31501701418678235,0.9303615631450147,1.3819274759271907,1.5652206789043237,1.797262343779283,2.1306936334545425,1.8853124327894613,3.4013215623790325,2.1306936334545425,0.03666884712853448,1600,TipDown,5.532015195833575,5.532015195833575
WHS,CL,TwentyFour,-4.070318708808192,-2.9723575756429454,-2.3441190062550024,-1.4801330731984055,-1.30501095129739,-0.6911198912368848,-0.17672528091780368,-0.1491308207463218,0.6969561895573252,0.7402700280087283,1.0417196265768938,1.0548849335620287,4.070318708808192,1.0548849335620287,0.03922121968883683,2000,UpUpUp,5.125203642370221,5.125203642370221
WHS,CL,TwentyFour,-0.6809577717823068,0.6777514093058732,1.4367237333089575,2.404951974106107,2.9767975068090418,4.259892513717472,4.884612681794904,5.412812199191234,5.630711544575558,5.53427329962496,5.399007479670953,4.697135335335531,0.6809577717823068,5.630711544575558,0.04835099867267624,1000,UpDown,6.3116693163578645,6.3116693163578645
WHS,CL,TwentyFour,-3.7930356759607338,-2.654279302961348,-2.068944008683778,-0.7267736023687426,-0.056191951202820126,0.9882952522890802,1.7673511865567695,2.3917922131801745,3.233455573710505,3.275478175852287,3.7214799246231056,3.7539502626943286,3.7930356759607338,3.7539502626943286,0.04001604413275728,2000,UpUpUp,7.546985938655062,7.546985938655062
WHS,CL,TwentyFour,-3.543694887726927,-2.6351633116694386,-1.8605055063928826,-0.6018282255904926,-0.3144774354087541,0.6646817553131822,1.1833809050844641,1.6712949567171795,1.910051886836005,2.085562299582781,2.179689056669287,2.2551026241593406,3.543694887726927,2.2551026241593406,0.03500252533449021,2000,UpUpUp,5.798797511886267,5.798797511886267
WHS,CL,TwentyFour,-4.194240598546988,-3.526040380154178,-2.551210855934367,-1.2347745333385496,-0.3280352147077363,0.7237781830103736,1.4454804646108057,2.7472252556739583,2.7669821763507856,2.9487505752154695,2.819157387467184,2.924444378330392,4.194240598546988,2.9487505752154695,0.029794301793982403,1250,TipDown,7.142991173762457,7.142991173762457
WHS,CL,TwentyFour,-3.0606892439121283,-2.1432794497494685,-1.5850571558848525,-0.7427592815870212,0.5422069923754028,0.321487929016769,1.0209480896140049,1.0754367727614862,1.372915568754452,1.7922820617199922,2.005077613599984,1.9500005651641672,3.0606892439121283,2.005077613599984,0.03310451676352595,1600,TipDown,5.065766857512113,5.065766857512113
WHS,CL,TwentyFour,-4.6898057858968345,-3.370403819027627,-2.944858581452277,-2.4059414403143196,-1.9538662685565105,-1.4268406542810788,-0.7898805765686249,-0.7537856628580626,-0.2708143871681355,-0.12843230246290166,0.09660497897857248,0.32101078735144123,4.6898057858968345,0.32101078735144123,0.04383751138182972,2000,UpUpUp,5.010816573248276,5.010816573248276
WHS,CL,Two,-3.6323575295656165,-2.9632485247397735,-2.7110090929618593,-2.1979621172313064,-1.865426734662809,-0.7455721018275373,-0.29899897272320497,0.28395983814132,0.4500139102546508,1.0991448033471232,1.4693959739808538,1.8795616938012223,3.6323575295656165,1.8795616938012223,0.022595664462554434,2000,UpUpUp,5.511919223366839,5.511919223366839
WHS,CL,Two,-5.253465963304599,-4.190629299333113,-3.3436268401795495,-1.9547660251917494,-1.5190596414334534,0.12515721377825054,0.4427083093744286,0.923175376688557,0.9698123885740424,0.6092136097158144,-0.12546887761585668,-0.6730750525959304,5.253465963304599,0.9698123885740424,0.04035512451068021,1000,UpDown,6.223278351878641,6.223278351878641
WHS,CL,Two,-5.597571231229449,-4.618750641598919,-3.892218033459524,-2.886400693250167,-2.4321750743704764,-1.3650795955616846,-0.7061718522343252,-0.09348564323094831,0.4857715732240814,0.5866094857924623,0.7894738669834713,0.8640535823283559,5.597571231229449,0.8640535823283559,0.036629943770309856,2000,UpUpUp,6.461624813557805,6.461624813557805
WHS,CL,Two,-7.595269149186946,-6.324821451590036,-5.591176727165271,-4.5348277578863065,-3.56654249221156,-2.170015140362027,-1.174742906822902,-0.4982055987395321,-0.24137055921994122,0.39649088931471355,0.5670586374042539,0.461426258959805,7.595269149186946,0.5670586374042539,0.04544987817215497,1600,TipDown,8.1623277865912,8.1623277865912
WHS,CL,Two,-4.45705444000408,-3.429201428651323,-3.0851617925578307,-2.6512866046098424,-2.042733706282258,-1.3644387511803395,-0.7420246015498306,-0.7905394181937713,0.015814150116645553,0.4373156760282023,0.4568926284408187,0.9088147808561424,4.45705444000408,0.9088147808561424,0.03427598670151763,2000,UpUpUp,5.3658692208602226,5.3658692208602226
WHS,CL,Two,-3.432081399417518,-2.7802869564817514,-2.1540438184650323,-1.5470132924186148,-0.9460373229527499,0.07630190001300197,0.5304982041458186,1.1274954417125622,1.537711425472759,1.8495664126271707,1.7542796348157967,1.8412324322784301,3.432081399417518,1.8495664126271707,0.025816264668240184,1250,TipDown,5.281647812044689,5.281647812044689
WHS,CL,Two,-4.3671201478852595,-3.9858102321925886,-3.2565535747880494,-2.8734748496215627,-2.659409774275447,-2.040727505782461,-1.6327002610678114,-1.7356924660071777,-1.7778895052014108,-1.7844897833414728,-1.95255032142223,-2.139026319314684,4.3671201478852595,-1.6327002610678114,0.01873186404482552,500,UpDown,2.734419886817448,2.734419886817448
WHS,CL,Two,-5.364272679334643,-4.299312882616139,-3.6853531813448144,-2.7225349796335983,-2.0700263414956397,-0.8752820123506979,0.17205111603946535,0.5735915668728153,0.5775464293011552,0.20349300845597693,-0.23527603469741482,-0.5534269203315152,5.364272679334643,0.5775464293011552,0.03808839091426838,1000,UpDown,5.941819108635799,5.941819108635799
WHS,CL,Two,-5.394243231356781,-4.464191573965959,-4.025566672746828,-3.1943624904890644,-2.5975475497233864,-0.7530073454981271,-0.3264011675879771,0.4659095662874528,1.5458883838663005,1.3597755539306102,1.23426867964331,1.4733047276830575,5.394243231356781,1.5458883838663005,0.03228779873391599,1000,UpDownUp,6.940131615223081,6.940131615223081
WHS,DA,Half,-2.4211582387890793,-2.017938764217024,-1.9601921607274915,-1.9038619075600727,-1.7348147907529416,-1.5687239610036428,-1.3950795112621068,-1.3586992979923864,-1.3373053770771708,-1.3147410168435334,-1.2325461194430296,-1.2108464113538866,2.4211582387890793,-1.2108464113538866,0.012674050272056987,2000,Normal,1.2103118274351927,1.2103118274351927
WHS,DA,Half,-2.6875125286163675,-2.384788240056618,-1.9683822460387403,-1.7405444839794428,-1.5017427267314598,-0.9331190787577079,-0.923773170356277,-0.82561576178073,-0.8796710611518802,-0.7553200445965288,-0.8065955636468537,-0.9070338730739447,2.6875125286163675,-0.7553200445965288,0.013245788596971259,1250,Normal,1.9321924840198386,1.9321924840198386
WHS,DA,Half,-4.578001599706077,-3.8604576186169934,-3.5275870828277367,-3.163252072238258,-2.8442107020031564,-2.5181904598528604,-2.3511919609868563,-2.2913974701733006,-2.2335603996620463,-2.4315513879164916,-2.148796479803653,-2.079097586466564,4.578001599706077,-2.079097586466564,0.024855024790565082,2000,Normal,2.498904013239513,2.498904013239513
WHS,DA,Half,-3.326175786880273,-2.6446005990660795,-2.4246419774847157,-2.0865429363551264,-1.8999827086210062,-1.6997574418438157,-0.9391830877347498,-1.3109729741486085,-1.2349052383872494,-1.3500098852773996,-0.4477517381882937,-0.5690653551900863,3.326175786880273,-0.4477517381882937,0.022646841850239446,1600,TipDown,2.878424048691979,2.878424048691979
WHS,DA,Half,-3.1088746086081143,-2.367364799562162,-1.9842874342905603,-1.377565083296901,-0.9646500890794698,-0.36345771245093556,-0.0369774938553053,0.5193416689136743,0.6405137738416308,0.739943445824056,0.80738520390908,1.307069958185785,3.1088746086081143,1.307069958185785,0.026076067924094583,2000,UpUpUp,4.4159445667938995,4.4159445667938995
WHS,DA,Half,-3.642545262686097,-3.0501023010492947,-2.642230680231236,-2.2474692831820913,-1.7606201277020532,-1.3906336176680716,-0.820996382970188,-0.46902142067900615,-0.30679648173966584,-0.07403726089056928,0.13338706080758472,0.19787489771079814,3.642545262686097,0.19787489771079814,0.021852005057284657,2000,UpUpUp,3.8404201603968953,3.8404201603968953
WHS,DA,Half,-4.26232831880995,-3.533858750598238,-3.131531334271723,-2.7032226383975275,-2.187964701775429,-1.6773425050405515,-1.2626417181107399,-0.7531077215792572,-0.47444265117082207,-0.22148761114132035,0.16466850250084042,0.22091913269331181,4.26232831880995,0.22091913269331181,0.02587736120961651,2000,UpUpUp,4.483247451503262,4.483247451503262
WHS,DA,Half,-3.9325671315586845,-3.6014586033643283,-3.5305694690468044,-3.425916085780167,-3.3444564751987085,-3.2814035191532755,-2.975799110644158,-2.8062676021636896,-2.560493992798985,-2.3590747790891813,-2.1848870058286227,-2.2108188079432454,3.9325671315586845,-2.1848870058286227,0.010642147189005927,1600,TipDown,1.7476801257300618,1.7476801257300618
WHS,DA,Half,-3.832032347808727,-3.4158386851782883,-2.915697097454534,-2.701948011209041,-2.252471469540644,-1.8827509249263068,-1.6290069921746861,-1.275066746481398,-1.0510346587131296,-0.9514563290139846,-0.8328356359201375,-0.6966886795301986,3.832032347808727,-0.6966886795301986,0.017487225756150707,2000,UpUpUp,3.1353436682785283,3.1353436682785283
WHS,DA,Half,-4.57023043511323,-4.112252989233472,-3.9451325867095908,-3.7494988279767263,-3.331450941043418,-2.751210813122168,-2.40265141427925,-1.9820366610574338,-1.6127169954135876,-1.675328847746262,-1.4628738947057698,-1.2155226053371084,4.57023043511323,-1.2155226053371084,0.015410527401631565,2000,UpUpUp,3.354707829776122,3.354707829776122
WHS,DA,Six,-0.25663407340859673,0.5187927925930315,1.0207376852574221,1.5071976552729833,1.875193070556237,2.309423525782251,2.7826074961914755,3.2944466386863187,3.5262283825129837,3.927129283533957,4.377798320601917,4.818414087890284,0.25663407340859673,4.818414087890284,0.028282254906692752,2000,UpUpUp,5.075048161298881,5.075048161298881
WHS,DA,Six,-2.1016877182519482,-1.9838874054887643,-1.3812596575903622,-0.9028483466604713,-0.7025111608825798,-0.4042434359678131,-0.22582853240883793,-0.5278472201799843,-0.2328863169541869,-0.5009236223670245,-0.13084806640191846,-0.5472811748778549,2.1016877182519482,-0.13084806640191846,0.00956028686187954,1600,TipDown,1.9708396518500297,1.9708396518500297
WHS,DA,Six,-3.3414138635164847,-2.844249880503867,-2.413866441401582,-1.8822940759478977,-1.4744574629776108,-1.014373099850013,-0.5333653255505696,-0.33526856450760095,-0.05397016324781936,0.200181601207056,0.24200949181030676,0.60119851678226,3.3414138635164847,0.60119851678226,0.019218753881401377,2000,UpUpUp,3.942612380298745,3.942612380298745
WHS,DA,Six,-4.175939139440789,-3.639513877743958,-3.110881532031297,-2.786054035665342,-2.4235868487391428,-1.904119132393623,-1.663618121941412,-1.4834702623316078,-1.4113834735342121,-1.3435828354148012,-1.3846315237991773,-1.4199633974090937,4.175939139440789,-1.3435828354148012,0.02137908130803155,1250,TipDown,2.8323563040259883,2.8323563040259883
WHS,DA,Six,-2.1620664180261864,-2.1118742043555736,-1.9367779124523514,-1.638710658927649,-1.3954801752944777,-1.2345569494758528,-1.08003349622576,-1.1522839606938842,-0.9459910173954705,-0.8947666513362537,-1.1035549416456527,-0.9640415129537426,2.1620664180261864,-0.8947666513362537,0.003256729329150605,1250,Normal,1.2672997666899328,1.2672997666899328
WHS,DA,Six,-4.386066383493465,-3.4580432911283983,-2.8911563485962724,-2.361202719277812,-1.632566563543066,-0.8698107315942761,-0.31169012861798956,0.05259666876160032,-0.09896384035085486,0.3241666076228773,0.5275498595787634,0.39235921227773934,4.386066383493465,0.5275498595787634,0.03350956219627326,1600,TipDown,4.913616243072228,4.913616243072228
WHS,DA,Six,-3.6680220348365085,-3.0968037540897693,-2.7265424145366306,-2.298412408633683,-2.0423320774936653,-1.6703200067557515,-1.317272977649842,-1.1854336634570355,-1.215004480992293,-1.1631861655820297,-1.2075152426085962,-1.3800158916268712,3.6680220348365085,-1.1631861655820297,0.020839161817933563,1250,Normal,2.504835869254479,2.504835869254479
WHS,DA,Six,-2.067653259419095,-1.3795199173376917,-0.7497426919128103,-0.24140224548100733,0.13441413451138864,0.6055422555896879,0.9882845056704285,1.360052756884613,1.4584332102762994,1.5877689887305515,1.6912932182729772,2.040629399381695,2.067653259419095,2.040629399381695,0.026941772516690915,2000,UpUpUp,4.10828265880079,4.10828265880079
WHS,DA,Six,-3.331959154302386,-2.355345566618349,-1.3220626521086318,-1.3431581385420797,-0.5294109358972103,-0.17610051275841349,0.5037561083325637,0.6096689121660431,0.02324682740361966,1.0440223642821478,0.9903548899897967,1.7295989933824802,3.331959154302386,1.7295989933824802,0.03963123677561828,2000,UpDownUp,5.061558147684866,5.061558147684866
